effect_id,key,source_sheet,source_row,extraction_type,design,response_class,response_var,survival_scale,link,baseline_survival,beta_is_derived,treatment,control,species,sign,treatment_control_flag,response_flag,response_dir,notes,bmp,paper,region,species_group,analysis_class,species_include,xbar_e,xbar_c,n_e,n_c,sd_e,sd_c,se_e,se_c,lcl_e,lcl_c,ucl_e,ucl_c,df_e,df_c
md_0798,GP94VHUQ,mean_diff,865,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,brown_thrasher,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,shrub,FALSE,0.95,-0.25,51,51,0.58,0.77,,,-0.22,-1.91,2.11,1.17,,
md_0799,GP94VHUQ,mean_diff,866,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,carolina_wren,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,shrub,FALSE,1.24,1.45,51,51,0.3,0.31,,,0.72,0.93,1.91,2.13,,
md_0800,GP94VHUQ,mean_diff,867,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,eastern_towhee,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,shrub,FALSE,0.71,0.72,51,51,0.23,0.23,,,0.28,0.33,1.2,1.21,,
md_0801,GP94VHUQ,mean_diff,868,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,field_sparrow,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,facultative,TRUE,0.77,-0.98,51,51,0.19,0.29,,,0.41,-1.55,1.15,-0.42,,
md_0802,GP94VHUQ,mean_diff,869,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,gray_catbird,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,forest,FALSE,0.42,0.73,51,51,0.71,0.76,,,-1.22,-0.8,1.59,2.18,,
md_0803,GP94VHUQ,mean_diff,870,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,indigo_bunting,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,facultative,TRUE,1.78,1.66,51,51,0.13,0.12,,,1.55,1.44,2.04,1.92,,
md_0804,GP94VHUQ,mean_diff,871,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,northern_cardinal,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,facultative,TRUE,1.54,1.52,51,51,0.16,0.15,,,1.25,1.23,1.87,1.84,,
md_0805,GP94VHUQ,mean_diff,872,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,painted_bunting,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,facultative,TRUE,0.88,0.04,51,51,0.66,1.06,,,-0.56,-2.25,2.13,1.99,,
md_0806,GP94VHUQ,mean_diff,873,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,prairie_warbler,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,shrub,FALSE,0.85,0.3,51,51,0.58,0.79,,,-0.39,-1.34,1.93,1.78,,
md_0807,GP94VHUQ,mean_diff,874,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,white_eyed_vireo,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,shrub,FALSE,0.34,0.42,51,51,0.4,0.42,,,-0.42,-0.34,1.17,1.35,,
md_0808,GP94VHUQ,mean_diff,875,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,yellow_breasted_chat,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,shrub,FALSE,1.22,0.77,51,51,0.17,0.18,,,0.9,0.43,1.58,1.15,,
md_0809,GP94VHUQ,mean_diff,876,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,eastern_phoebe,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,facultative,TRUE,0.02,0.13,51,51,0.71,0.66,,,-1.52,-1.27,1.29,1.33,,
md_0810,GP94VHUQ,mean_diff,877,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,hooded_warbler,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,shrub,FALSE,-0.28,0.25,51,51,0.87,0.68,,,-2.28,-1.25,1.11,1.5,,
md_0811,GP94VHUQ,mean_diff,878,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,northern_flicker,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,forest,FALSE,0.24,-0.24,51,51,0.7,0.8,,,-1.31,-2.07,1.53,1.07,,
md_0812,GP94VHUQ,mean_diff,879,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,orchard_oriole,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,facultative,TRUE,0.7,0.17,51,51,0.51,0.52,,,-0.28,-0.89,1.75,1.18,,
md_0813,GP94VHUQ,mean_diff,880,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,red_headed_woodpecker,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,facultative,TRUE,-0.26,0.28,51,51,0.72,0.6,,,-1.83,-0.95,0.97,1.44,,
md_0814,GP94VHUQ,mean_diff,881,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,ruby_throated_hummingbird,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,woodland,FALSE,-0.04,0.18,51,51,0.71,0.67,,,-1.65,-1.28,1.21,1.4,,
md_0815,GP94VHUQ,mean_diff,882,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,wild_turkey,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,facultative,TRUE,0.64,-0.08,51,51,0.61,0.69,,,-0.54,-1.62,1.91,1.12,,
md_0816,GP94VHUQ,mean_diff,883,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,yellow_billed_cuckoo,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,shrub,FALSE,0.71,0.64,51,51,0.27,0.27,,,0.22,0.16,1.29,1.21,,
md_0817,GP94VHUQ,mean_diff,884,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,yellow_throated_vireo,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,woodland,FALSE,0.04,-0.17,51,51,0.73,0.8,,,-1.55,-1.97,1.33,1.17,,
md_0818,GP94VHUQ,mean_diff,885,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,great_crested_flycatcher,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,shrub,FALSE,0.17,-0.49,51,51,0.53,0.59,,,-1.04,-1.81,1.09,0.48,,
md_0819,GP94VHUQ,mean_diff,886,mean_difference,categorical,abundance,log abundance of males,,,,,Near forest edges with adjacent herbaceous buffers,Near forest edges without adjacent herbaceous buffers,summer_tanager,1,apples,1,,Questionable sample size,edge_and_shrub_habitat,Riffell et al. 2015,southeast_us,species,woodland,FALSE,0.24,-0.12,51,51,0.41,0.42,,,-0.65,-1.01,1,0.66,,
md_0820,Y95E74XD,mean_diff,887,mean_difference,categorical,species_richness,shannon diversity index,,,,,Burned short-grass fields (1-year post-fire),Unburned short-grass fields,all_species,1,apples,0,,,prescribed_fire,Roberts et al. 2012,great_plains,aggregate,,TRUE,1.165,1.336,5,5,,,0.119,0.092,,,,,,
md_0821,Y95E74XD,mean_diff,888,mean_difference,categorical,species_richness,shannon diversity index,,,,,Burned short-grass fields (2-years post-fire),Unburned short-grass fields,all_species,1,apples,0,,,prescribed_fire,Roberts et al. 2012,great_plains,aggregate,,TRUE,1.669,1.582,5,5,,,0.071,0.07,,,,,,
md_0822,Y95E74XD,mean_diff,889,mean_difference,categorical,species_richness,shannon diversity index,,,,,Burned mixed-grass fields (1-year post-fire),Unburned short-grass fields,all_species,1,apples,0,,,prescribed_fire,Roberts et al. 2012,great_plains,aggregate,,TRUE,1.47,1.442,5,5,,,0.075,0.067,,,,,,
md_0823,Y95E74XD,mean_diff,890,mean_difference,categorical,species_richness,shannon diversity index,,,,,Burned mixed-grass fields (2-years post-fire),Unburned short-grass fields,all_species,1,apples,0,,,prescribed_fire,Roberts et al. 2012,great_plains,aggregate,,TRUE,1.605,1.804,5,5,,,0.078,0.061,,,,,,
md_0824,LUTCPDZB,mean_diff,891,mean_difference,categorical,abundance,relative abundance,,,,,Urban removal,Urban control,american_robin,1,apples,0,,,remove_non_native_shrubs,Rodewald et al. 2015,other,species,facultative,TRUE,3,2.1,4,8,,,0.26,0.139,,,,,,
md_0825,LUTCPDZB,mean_diff,892,mean_difference,categorical,abundance,relative abundance,,,,,Urban removal,Urban control,brown_headed_cowbird,1,apples,0,,,remove_non_native_shrubs,Rodewald et al. 2015,other,species,facultative,TRUE,1.06,0.86,4,8,,,0.097,0.06,,,,,,
md_0826,LUTCPDZB,mean_diff,893,mean_difference,categorical,abundance,relative abundance,,,,,Urban removal,Urban control,gray_catbird,1,apples,0,,,remove_non_native_shrubs,Rodewald et al. 2015,other,species,forest,FALSE,1.72,1.68,4,8,,,0.228,0.183,,,,,,
md_0827,LUTCPDZB,mean_diff,894,mean_difference,categorical,abundance,relative abundance,,,,,Urban removal,Urban control,indigo_bunting,1,apples,0,,,remove_non_native_shrubs,Rodewald et al. 2015,other,species,facultative,TRUE,1.31,1.03,4,8,,,0.198,0.11,,,,,,
md_0828,LUTCPDZB,mean_diff,895,mean_difference,categorical,abundance,relative abundance,,,,,Urban removal,Urban control,northern_cardinal,1,apples,0,,,remove_non_native_shrubs,Rodewald et al. 2015,other,species,facultative,TRUE,4.47,4.32,4,8,,,0.357,0.314,,,,,,
md_0829,FQ4DXWJU,mean_diff,896,mean_difference,categorical,species_richness,species_richness,,,,,Grazed and burned (<1 growing season post-fire),Non-grazed and non-burned (>= 2 growing seasons post-fire),grassland_obligates,-1,apples,0,,We might want to consider this only associated with provide_overwintering_habitat since grazing and burning cannot be separated,provide_overwintering_habitat,Saalfeld et al. 2016,great_plains,guild,obligate,TRUE,4.7,2,7,7,2.2,1.4,,,,,,,,
md_0830,FQ4DXWJU,mean_diff,897,mean_difference,categorical,species_richness,species_richness,,,,,Grazed and burned (1 growing season post-fire),Non-grazed and non-burned (>= 2 growing seasons post-fire),grassland_obligates,-1,apples,0,,,provide_overwintering_habitat,Saalfeld et al. 2016,great_plains,guild,obligate,TRUE,1.3,2,7,7,1.3,1.4,,,,,,,,
md_0831,FQ4DXWJU,mean_diff,898,mean_difference,categorical,species_richness,species_richness,,,,,Grazed and burned (2 growing season post-fire),Non-grazed and non-burned (>= 2 growing seasons post-fire),grassland_obligates,-1,apples,0,,,provide_overwintering_habitat,Saalfeld et al. 2016,great_plains,guild,obligate,TRUE,1.6,2,7,7,2.2,1.4,,,,,,,,
md_0832,FQ4DXWJU,mean_diff,899,mean_difference,categorical,species_richness,facultative species_richness,,,,,Grazed and burned (<1 growing season post-fire),Non-grazed and non-burned (>= 2 growing seasons post-fire),grassland_facultative_species,-1,apples,0,,,provide_overwintering_habitat,Saalfeld et al. 2016,great_plains,guild,facultative,TRUE,16.8,32,7,7,6.2,13.8,,,,,,,,
md_0833,FQ4DXWJU,mean_diff,900,mean_difference,categorical,species_richness,facultative species_richness,,,,,Grazed and burned (1 growing season post-fire),Non-grazed and non-burned (>= 2 growing seasons post-fire),grassland_facultative_species,-1,apples,0,,,provide_overwintering_habitat,Saalfeld et al. 2016,great_plains,guild,facultative,TRUE,26.1,32,7,7,12.1,13.8,,,,,,,,
md_0834,FQ4DXWJU,mean_diff,901,mean_difference,categorical,species_richness,facultative species_richness,,,,,Grazed and burned (2 growing season post-fire),Non-grazed and non-burned (>= 2 growing seasons post-fire),grassland_facultative_species,-1,apples,0,,,provide_overwintering_habitat,Saalfeld et al. 2016,great_plains,guild,facultative,TRUE,30.8,32,7,7,12.3,13.8,,,,,,,,
md_0835,FQ4DXWJU,mean_diff,902,mean_difference,categorical,species_richness,total species_richness,,,,,Grazed and burned (<1 growing season post-fire),Non-grazed and non-burned (>= 2 growing seasons post-fire),all_species,-1,apples,0,,,provide_overwintering_habitat,Saalfeld et al. 2016,great_plains,aggregate,,TRUE,23.2,37.8,7,7,8,17.4,,,,,,,,
md_0836,FQ4DXWJU,mean_diff,903,mean_difference,categorical,species_richness,total species_richness,,,,,Grazed and burned (1 growing season post-fire),Non-grazed and non-burned (>= 2 growing seasons post-fire),all_species,-1,apples,0,,,provide_overwintering_habitat,Saalfeld et al. 2016,great_plains,aggregate,,TRUE,28.6,37.8,7,7,12.3,17.4,,,,,,,,
md_0837,FQ4DXWJU,mean_diff,904,mean_difference,categorical,species_richness,total species_richness,,,,,Grazed and burned (2 growing season post-fire),Non-grazed and non-burned (>= 2 growing seasons post-fire),all_species,-1,apples,0,,,provide_overwintering_habitat,Saalfeld et al. 2016,great_plains,aggregate,,TRUE,33.3,37.8,7,7,12.8,17.4,,,,,,,,
md_0838,FQ4DXWJU,mean_diff,905,mean_difference,categorical,species_richness,obligate species_richness,,,,,Native prairie,Sites containing primarily exotic invasive species,grassland_obligates,1,apples,0,,,provide_overwintering_habitat,Saalfeld et al. 2016,great_plains,guild,obligate,TRUE,3.4,3.9,4,6,2.8,6.3,,,,,,,,
md_0838,FQ4DXWJU,mean_diff,905,mean_difference,categorical,species_richness,obligate species_richness,,,,,Native prairie,Sites containing primarily exotic invasive species,grassland_obligates,1,apples,0,,,plant_nwsg,Saalfeld et al. 2016,great_plains,guild,obligate,TRUE,3.4,3.9,4,6,2.8,6.3,,,,,,,,
md_0839,FQ4DXWJU,mean_diff,907,mean_difference,categorical,species_richness,facultative species_richness,,,,,Native prairie,Sites containing primarily exotic invasive species,grassland_facultative_species,1,apples,0,,,provide_overwintering_habitat,Saalfeld et al. 2016,great_plains,guild,facultative,TRUE,26.5,19.8,4,6,6.2,8,,,,,,,,
md_0839,FQ4DXWJU,mean_diff,907,mean_difference,categorical,species_richness,facultative species_richness,,,,,Native prairie,Sites containing primarily exotic invasive species,grassland_facultative_species,1,apples,0,,,plant_nwsg,Saalfeld et al. 2016,great_plains,guild,facultative,TRUE,26.5,19.8,4,6,6.2,8,,,,,,,,
md_0840,FQ4DXWJU,mean_diff,909,mean_difference,categorical,species_richness,total species_richness,,,,,Native prairie,Sites containing primarily exotic invasive species,all_species,1,apples,0,,,provide_overwintering_habitat,Saalfeld et al. 2016,great_plains,aggregate,,TRUE,31.9,28.3,4,6,3.8,8.1,,,,,,,,
md_0840,FQ4DXWJU,mean_diff,909,mean_difference,categorical,species_richness,total species_richness,,,,,Native prairie,Sites containing primarily exotic invasive species,all_species,1,apples,0,,,plant_nwsg,Saalfeld et al. 2016,great_plains,aggregate,,TRUE,31.9,28.3,4,6,3.8,8.1,,,,,,,,
md_0841,VGVWR7ZM,mean_diff,911,mean_difference,categorical,nest_success,nest survival,period_survival,logit,,,Burned annually and grazed,Unburned and grazed,upland_sandpiper,1,apples,0,,,prescribed_fire,Sandercock et al. 2015,great_plains,species,obligate,TRUE,0.068,0.247,35,61,,,0.035,0.057,,,,,,
md_0842,VGVWR7ZM,mean_diff,912,mean_difference,categorical,nest_success,nest survival,period_survival,logit,,,Burned annually and ungrazed,Unburned and ungrazed,upland_sandpiper,1,apples,0,,,prescribed_fire,Sandercock et al. 2015,great_plains,species,obligate,TRUE,0.21,0.201,40,71,,,0.065,0.049,,,,,,
md_0843,VGVWR7ZM,mean_diff,913,mean_difference,categorical,nest_success,dsr,daily_survival,logit,,,Burned (Year of burn),Unburned,upland_sandpiper,1,apples,0,,Might want to choose *either* dsr or nest survival,prescribed_fire,Sandercock et al. 2015,great_plains,species,obligate,TRUE,0.9326,0.9495,75,132,,,0.0075,0.0056,,,,,,
md_0844,VGVWR7ZM,mean_diff,914,mean_difference,categorical,nest_success,nest survival,period_survival,logit,,,Burned (Year of burn),Unburned,upland_sandpiper,1,apples,0,,Might want to choose *either* dsr or nest survival; Extrapolated DSR to a 29 day exposure period,prescribed_fire,Sandercock et al. 2015,great_plains,species,obligate,TRUE,0.132,0.223,75,132,,,0.031,0.038,,,,,,
md_0845,SUGK7SWB,mean_diff,915,mean_difference,categorical,nest_success,number of fledglings per successful nest,period_survival,,,,tit nest boxes with Tawny owl nest boxes (1993),Tit nest boxes without owl nest boxes (1993),great_tit,1,oranges,1,,Specific application of nest boxes here that may not be appropriate for the bmp,install_nest_boxes,Sasvári and Hegyi 1998,europe,species,facultative,TRUE,7.55,8.42,41,39,,,0.72,0.65,,,,,,
md_0846,SUGK7SWB,mean_diff,916,mean_difference,categorical,nest_success,number of fledglings per successful nest,period_survival,,,,tit nest boxes with Tawny owl nest boxes (1994),Tit nest boxes without owl nest boxes (1994),great_tit,1,oranges,1,,,install_nest_boxes,Sasvári and Hegyi 1998,europe,species,facultative,TRUE,7.88,8.47,43,43,,,0.64,0.71,,,,,,
md_0847,SUGK7SWB,mean_diff,917,mean_difference,categorical,nest_success,number of fledglings per successful nest,period_survival,,,,tit nest boxes with Tawny owl nest boxes (1995),Tit nest boxes without owl nest boxes (1995),great_tit,1,oranges,1,,,install_nest_boxes,Sasvári and Hegyi 1998,europe,species,facultative,TRUE,8.15,8.57,44,43,,,0.44,0.9,,,,,,
md_0848,SUGK7SWB,mean_diff,918,mean_difference,categorical,nest_success,number of fledglings per successful nest,period_survival,,,,tit nest boxes with Tawny owl nest boxes (1996),Tit nest boxes without owl nest boxes (1996),great_tit,1,oranges,1,,,install_nest_boxes,Sasvári and Hegyi 1998,europe,species,facultative,TRUE,7.76,9.04,45,38,,,0.68,0.82,,,,,,
md_0849,SUGK7SWB,mean_diff,919,mean_difference,categorical,nest_success,number of fledglings per successful nest,period_survival,,,,tit nest boxes with Tawny owl nest boxes (1997),Tit nest boxes without owl nest boxes (1997),great_tit,1,oranges,1,,,install_nest_boxes,Sasvári and Hegyi 1998,europe,species,facultative,TRUE,8.46,8.83,40,34,,,0.4,0.54,,,,,,
md_0850,SUGK7SWB,mean_diff,920,mean_difference,categorical,nest_success,number of fledglings per successful nest,period_survival,,,,tit nest boxes with Tawny owl nest boxes (1993),Tit nest boxes without owl nest boxes (1993),eurasian_blue_tit,1,oranges,1,,,install_nest_boxes,Sasvári and Hegyi 1998,europe,species,shrub,FALSE,8.07,9.32,22,21,,,0.8,0.83,,,,,,
