key,paper,bmp,response_class,Treatment,Control,response_var,species,error_class,xbar_e,n_e,sd_e,se_e,lcl_e,ucl_e,xbar_c,n_c,sd_c,se_c,lcl_c,ucl_c,notes
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2005,grasshopper_sparrow,standard_deviation,1.03,5,0.93,NA,NA,NA,1.08,5,0.7,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2005,eastern_meadowlark,standard_deviation,0.62,5,0.31,NA,NA,NA,0.74,5,0.44,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2005,brown_headed_cowbird,standard_deviation,0.13,5,0.16,NA,NA,NA,0.15,5,0.22,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2005,red_winged_blackbird,standard_deviation,0.19,5,0.23,NA,NA,NA,0.05,5,0.07,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2005,henslows_sparrow,standard_deviation,0.02,5,0.04,NA,NA,NA,0.11,5,0.15,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2005,mourning_dove,standard_deviation,0.03,5,0.04,NA,NA,NA,0,5,0,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2005,northern_bobwhite,standard_deviation,0,5,0,NA,NA,NA,0.08,5,0.1,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2005,upland_sandpiper,standard_deviation,0.02,5,0.04,NA,NA,NA,0.08,5,0.16,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned native hayfield,Unburned hayfield,density (birds/ha) - 2005,lark_sparrow,standard_deviation,0,5,0,NA,NA,NA,0,5,0,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2004,dickcissel,standard_deviation,1,6,0.75,NA,NA,NA,0.74,6,0.53,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2004,grasshopper_sparrow,standard_deviation,0.63,6,0.37,NA,NA,NA,0.86,6,0.73,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2004,eastern_meadowlark,standard_deviation,0.25,6,0.08,NA,NA,NA,0.44,6,0.34,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2004,brown_headed_cowbird,standard_deviation,0.21,6,0.2,NA,NA,NA,0.15,6,0.14,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2004,red_winged_blackbird,standard_deviation,0.04,6,0.1,NA,NA,NA,0.01,6,0.03,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2004,henslows_sparrow,standard_deviation,0.01,6,0.03,NA,NA,NA,0.09,6,0.23,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2004,common_nighthawk,standard_deviation,0.01,6,0.03,NA,NA,NA,0.03,6,0.06,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2004,mourning_dove,standard_deviation,0,6,0,NA,NA,NA,0.01,6,0.03,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2004,upland_sandpiper,standard_deviation,0.01,6,0.03,NA,NA,NA,0.07,6,0.09,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2005,dickcissel,standard_deviation,1.57,6,0.86,NA,NA,NA,1.16,6,0.33,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2005,grasshopper_sparrow,standard_deviation,0.84,6,0.73,NA,NA,NA,1.11,6,0.63,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2005,eastern_meadowlark,standard_deviation,0.51,6,0.2,NA,NA,NA,0.46,6,0.23,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2005,brown_headed_cowbird,standard_deviation,0.29,6,0.36,NA,NA,NA,0.15,6,0.26,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2005,red_winged_blackbird,standard_deviation,0.12,6,0.19,NA,NA,NA,0.01,6,0.03,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2005,henslows_sparrow,standard_deviation,0,6,0,NA,NA,NA,0.29,6,0.56,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2005,mourning_dove,standard_deviation,0,6,0,NA,NA,NA,0,6,0,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2005,northern_bobwhite,standard_deviation,0,6,0,NA,NA,NA,0.03,6,0.04,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2005,upland_sandpiper,standard_deviation,0.04,6,0.04,NA,NA,NA,0,6,0,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,prescribed_fire,abundance,Burned season-long grazed pasture,Unburned season-long grazed pasture,density (birds/ha) - 2005,lark_sparrow,standard_deviation,0.01,6,0.03,NA,NA,NA,0,6,0,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2004,dickcissel,standard_deviation,1,6,0.75,NA,NA,NA,1.07,6,0.69,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2004,grasshopper_sparrow,standard_deviation,0.63,6,0.37,NA,NA,NA,0.88,6,0.33,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2004,eastern_meadowlark,standard_deviation,0.25,6,0.08,NA,NA,NA,0.3,6,0.19,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2004,brown_headed_cowbird,standard_deviation,0.21,6,0.2,NA,NA,NA,0.2,6,0.33,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2004,red_winged_blackbird,standard_deviation,0.04,6,0.1,NA,NA,NA,0.03,6,0.04,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2004,henslows_sparrow,standard_deviation,0.01,6,0.03,NA,NA,NA,0,6,0,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2004,common_nighthawk,standard_deviation,0.01,6,0.03,NA,NA,NA,0.07,6,0.09,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2004,mourning_dove,standard_deviation,0,6,0,NA,NA,NA,0.01,6,0.03,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2004,upland_sandpiper,standard_deviation,0.01,6,0.03,NA,NA,NA,0.01,6,0.04,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2005,dickcissel,standard_deviation,1.57,6,0.86,NA,NA,NA,1.28,6,0.94,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2005,grasshopper_sparrow,standard_deviation,0.84,6,0.73,NA,NA,NA,1.36,6,0.55,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2005,eastern_meadowlark,standard_deviation,0.51,6,0.2,NA,NA,NA,0.83,6,0.44,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2005,brown_headed_cowbird,standard_deviation,0.29,6,0.36,NA,NA,NA,0.07,6,0.06,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2005,red_winged_blackbird,standard_deviation,0.12,6,0.19,NA,NA,NA,0.01,6,0.03,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2005,henslows_sparrow,standard_deviation,0,6,0,NA,NA,NA,0.01,6,0.03,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2005,mourning_dove,standard_deviation,0,6,0,NA,NA,NA,0,6,0,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2005,northern_bobwhite,standard_deviation,0,6,0,NA,NA,NA,0.05,6,0.1,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2005,upland_sandpiper,standard_deviation,0.04,6,0.04,NA,NA,NA,0.02,6,0.04,NA,NA,NA,NA
86IBQ28G,Rahmig et al. 2009,grazing_intensity,abundance,Burned season-long grazed pasture,Burned intensive-early season grazed pasture (1.25 cattle/ha),density (birds/ha) - 2005,lark_sparrow,standard_deviation,0.01,6,0.03,NA,NA,NA,0,6,0,NA,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,occupancy,Treated shrub,Untreated shrub,community occupancy probability,all_species,confidence_intervals,0.34,3,NA,NA,0.14,0.62,0.52,3,NA,NA,0.27,0.76,Occupancy estimate based on unmarked model
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,occupancy,Treated mid-canopy,Untreated mid-canopy,community occupancy probability,all_species,confidence_intervals,0.22,3,NA,NA,0.12,0.38,0.17,3,NA,NA,0.08,0.33,Occupancy estimate based on unmarked model
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,occupancy,Treated High-canopy,Untreated high-canopy,community occupancy probability,all_species,confidence_intervals,0.61,3,NA,NA,0.45,0.63,0.46,3,NA,NA,0.32,0.61,Occupancy estimate based on unmarked model
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2006,lark_sparrow,standard_error,0.83,3,NA,0.6,NA,NA,0.16,3,NA,0.16,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2006,western_meadowlark,standard_error,0.66,3,NA,0.16,NA,NA,0.16,3,NA,0.16,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2006,northern_flicker,standard_error,0.16,3,NA,0.16,NA,NA,0.16,3,NA,0.16,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2006,mourning_dove,standard_error,2.67,3,NA,0.6,NA,NA,7.5,3,NA,1.04,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2007,mourning_dove,standard_error,3.5,3,NA,1.04,NA,NA,5.5,3,NA,0.58,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2006,western_kingbird,standard_error,2.16,3,NA,0.6,NA,NA,1.5,3,NA,0.29,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2007,western_kingbird,standard_error,3.16,3,NA,2.18,NA,NA,1.16,3,NA,0.33,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2006,western_kingbird,standard_error,1,3,NA,0.29,NA,NA,1,3,NA,0.5,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2007,western_kingbird,standard_error,0.83,3,NA,0.83,NA,NA,0.33,3,NA,0.16,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2006,orchard_oriole,standard_error,1,3,NA,0.76,NA,NA,2.33,3,NA,1.16,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2007,orchard_oriole,standard_error,1,3,NA,1,NA,NA,1.33,3,NA,0.33,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2006,northern_mockingbird,standard_error,0.83,3,NA,0.16,NA,NA,2.83,3,NA,1.01,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2007,northern_mockingbird,standard_error,0.33,3,NA,0.33,NA,NA,2.16,3,NA,0.93,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2006,brown_thrasher,standard_error,0.33,3,NA,0.33,NA,NA,0.67,3,NA,0.44,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2006,yellow_warbler,standard_error,0.33,3,NA,0.16,NA,NA,1.16,3,NA,1.16,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2006,red_winged_blackbird,standard_error,1.67,3,NA,0.73,NA,NA,0.5,3,NA,0.5,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2007,red_winged_blackbird,standard_error,1.33,3,NA,0.73,NA,NA,0.5,3,NA,0.5,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2006,brown_headed_cowbird,standard_error,1,3,NA,0.76,NA,NA,1,3,NA,0,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2007,brown_headed_cowbird,standard_error,0.33,3,NA,0.33,NA,NA,1.67,3,NA,0.44,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2008,lark_sparrow,standard_error,0.16,3,NA,0.16,NA,NA,0.16,3,NA,0.16,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2009,lark_sparrow,standard_error,0.5,3,NA,0.29,NA,NA,1.83,3,NA,1.16,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2008,northern_flicker,standard_error,0.16,3,NA,0.16,NA,NA,0.5,3,NA,0.5,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2008,mourning_dove,standard_error,3.83,3,NA,1.36,NA,NA,6.66,3,NA,0.16,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2009,mourning_dove,standard_error,4,3,NA,0.28,NA,NA,7.33,3,NA,1.36,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2008,western_kingbird,standard_error,2.66,3,NA,1.69,NA,NA,3.33,3,NA,0.6,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2009,western_kingbird,standard_error,2,3,NA,1.5,NA,NA,2.83,3,NA,1.36,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2009,eastern_kingbird,standard_error,0.66,3,NA,0.66,NA,NA,0.67,3,NA,0.44,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2008,orchard_oriole,standard_error,0.83,3,NA,0.44,NA,NA,1.67,3,NA,0.72,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2009,orchard_oriole,standard_error,0.5,3,NA,0.5,NA,NA,1,3,NA,0.76,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2008,northern_mockingbird,standard_error,1.66,3,NA,0.44,NA,NA,2.83,3,NA,0.6,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2009,northern_mockingbird,standard_error,2,3,NA,0.29,NA,NA,6,3,NA,0.87,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2008,blue_grosbeak,standard_error,0.5,3,NA,0.29,NA,NA,0.5,3,NA,0.5,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2009,red_winged_blackbird,standard_error,0.16,3,NA,0.16,NA,NA,0.16,3,NA,0.16,NA,NA,NA
A9QQKZTZ,Raynor et al. 2017,remove_non-native_species,abundance,Treated,Untreated,abundance - 2009,brown_headed_cowbird,standard_error,0.83,3,NA,0.6,NA,NA,0.66,3,NA,0.16,NA,NA,NA
U2MLB3CF,Reif et al. 2016,remove_non-native_species,species_richness,Native stands,R. pseudacacia stands,species_richness,all_species,standard_error,11.1,20,NA,3.1,NA,NA,11.8,19,NA,2.7,NA,NA,NA
LIZQ6R64,Renfrew and Ribic 2001,summer_pasture_stockpiling,species_richness,Rotational grazing,Continuous grazing,species_richness - 1996,all_species,standard_error,4.3,4,NA,0.5,NA,NA,5.5,4,NA,2.13,NA,NA,NA
LIZQ6R64,Renfrew and Ribic 2001,summer_pasture_stockpiling,species_richness,Rotational grazing,Continuous grazing,species_richness - 1997,all_species,standard_error,3,4,NA,0.9,NA,NA,5.3,4,NA,1.3,NA,NA,NA
LIZQ6R64,Renfrew and Ribic 2001,summer_pasture_stockpiling,species_richness,Rotational grazing,Continuous grazing,species_richness - 1998,all_species,standard_error,1.8,4,NA,0.8,NA,NA,3.5,4,NA,1.2,NA,NA,NA
LIZQ6R64,Renfrew and Ribic 2001,summer_pasture_stockpiling,abundance,Rotational grazing,Continuous grazing,density - 1996,all_species,standard_error,1.89,4,NA,0.57,NA,NA,2.35,4,NA,0.83,NA,NA,NA
LIZQ6R64,Renfrew and Ribic 2001,summer_pasture_stockpiling,abundance,Rotational grazing,Continuous grazing,density - 1997,all_species,standard_error,2.78,4,NA,0.88,NA,NA,3.31,4,NA,1.18,NA,NA,NA
